TOP.5c910dba.00065016	START
TOP.5c911403.00022755	user_options->show	0
TOP.5c911403.00022755	user_options->speed_only	0
TOP.5c911403.00022755	user_options->status	0
TOP.5c911403.00022755	user_options->status_timer	10
TOP.5c911403.00022755	user_options->stdout_flag	0
TOP.5c911403.00022755	user_options->usage	0
TOP.5c911403.00022755	user_options->username	0
TOP.5c911403.00022755	user_options->veracrypt_pim	0
TOP.5c911403.00022755	user_options->version	0
TOP.5c911403.00022755	user_options->workload_profile	2
TOP.5c911403.00022755	user_options->brain_client	0
TOP.5c911403.00022755	user_options->brain_client_features	3
TOP.5c911403.00022755	user_options->brain_server	0
TOP.5c911403.00022755	user_options->brain_port	6863
TOP.5c911403.00022755	user_options->brain_session	0
TOP.5c911403.00022755	hashes->hashfile	hashes.txt
TOP.5c911403.00022755	hashes->hashlist_mode	4
TOP.5c911403.00022755	hashes->hashlist_format	0
TOP.5c911403.00022755	hashes->hashes_cnt	0
TOP.5c911403.00022755	hashes->digests_cnt	1
TOP.5c911403.00022755	hashes->digests_done	0
TOP.5c911403.00022755	hashes->salts_cnt	1
TOP.5c911403.00022755	hashes->salts_done	0
TOP.5c911403.00022755	proc_start	1553011715
TOP.5c911403.00022755	proc_stop	1553011719
TOP.5c911403.00022755	STOP
TOP.5c91141f.0001c5de	START
TOP.5c91141f.0001c5de	user_options->separator	:
TOP.5c91141f.0001c5de	user_options->custom_charset_1	?l?d?u
TOP.5c91141f.0001c5de	user_options->custom_charset_2	?l?d
TOP.5c91141f.0001c5de	user_options->custom_charset_3	?l?d*!$@_
TOP.5c91141f.0001c5de	user_options->encoding_from	utf-8
TOP.5c91141f.0001c5de	user_options->encoding_to	utf-8
TOP.5c91141f.0001c5de	user_options->outfile	cracked.txt
TOP.5c91141f.0001c5de	user_options->rule_buf_l	:
TOP.5c91141f.0001c5de	user_options->rule_buf_r	:
TOP.5c91141f.0001c5de	user_options->session	hashcat
TOP.5c91141f.0001c5de	user_options->limit	0
TOP.5c91141f.0001c5de	user_options->skip	0
TOP.5c91141f.0001c5de	user_options->attack_mode	3
TOP.5c91141f.0001c5de	user_options->benchmark	0
TOP.5c91141f.0001c5de	user_options->benchmark_all	0
TOP.5c91141f.0001c5de	user_options->bitmap_max	24
TOP.5c91141f.0001c5de	user_options->bitmap_min	16
TOP.5c91141f.0001c5de	user_options->debug_mode	0
TOP.5c91141f.0001c5de	user_options->example_hashes	0
TOP.5c91141f.0001c5de	user_options->force	0
TOP.5c91141f.0001c5de	user_options->gpu_temp_abort	90
TOP.5c91141f.0001c5de	user_options->gpu_temp_disable	0
TOP.5c91141f.0001c5de	user_options->hash_mode	0
TOP.5c91141f.0001c5de	user_options->hex_charset	0
TOP.5c91141f.0001c5de	user_options->hex_salt	0
TOP.5c91141f.0001c5de	user_options->hex_wordlist	0
TOP.5c91141f.0001c5de	user_options->increment	1
TOP.5c91141f.0001c5de	user_options->increment_max	256
TOP.5c91141f.0001c5de	user_options->increment_min	1
TOP.5c91141f.0001c5de	user_options->keep_guessing	0
TOP.5c91141f.0001c5de	user_options->kernel_accel	0
TOP.5c91141f.0001c5de	user_options->kernel_loops	0
TOP.5c91141f.0001c5de	user_options->keyspace	0
TOP.5c91141f.0001c5de	user_options->left	0
TOP.5c91141f.0001c5de	user_options->logfile_disable	0
TOP.5c91141f.0001c5de	user_options->loopback	0
TOP.5c91141f.0001c5de	user_options->machine_readable	0
TOP.5c91141f.0001c5de	user_options->markov_classic	0
TOP.5c91141f.0001c5de	user_options->markov_disable	0
TOP.5c91141f.0001c5de	user_options->markov_threshold	256
TOP.5c91141f.0001c5de	user_options->nvidia_spin_damp	100
TOP.5c91141f.0001c5de	user_options->opencl_info	0
TOP.5c91141f.0001c5de	user_options->opencl_vector_width	0
TOP.5c91141f.0001c5de	user_options->optimized_kernel_enable	0
TOP.5c91141f.0001c5de	user_options->outfile_autohex	1
TOP.5c91141f.0001c5de	user_options->outfile_check_timer	5
TOP.5c91141f.0001c5de	user_options->outfile_format	3
TOP.5c91141f.0001c5de	user_options->wordlist_autohex_disable	0
TOP.5c91141f.0001c5de	user_options->potfile_disable	0
TOP.5c91141f.0001c5de	user_options->progress_only	0
TOP.5c91141f.0001c5de	user_options->quiet	0
TOP.5c91141f.0001c5de	user_options->remove	0
TOP.5c91141f.0001c5de	user_options->remove_timer	60
TOP.5c91141f.0001c5de	user_options->restore	0
TOP.5c91141f.0001c5de	user_options->restore_disable	0
TOP.5c91141f.0001c5de	user_options->restore_timer	60
TOP.5c91141f.0001c5de	user_options->rp_files_cnt	0
TOP.5c91141f.0001c5de	user_options->rp_gen	0
TOP.5c91141f.0001c5de	user_options->rp_gen_func_max	4
TOP.5c91141f.0001c5de	user_options->rp_gen_func_min	1
TOP.5c91141f.0001c5de	user_options->rp_gen_seed	0
TOP.5c91141f.0001c5de	user_options->runtime	0
TOP.5c91141f.0001c5de	user_options->scrypt_tmto	0
TOP.5c91141f.0001c5de	user_options->segment_size	33554432
TOP.5c91141f.0001c5de	user_options->self_test_disable	0
TOP.5c91141f.0001c5de	user_options->slow_candidates	0
TOP.5c91141f.0001c5de	user_options->show	0
TOP.5c91141f.0001c5de	user_options->speed_only	0
TOP.5c91141f.0001c5de	user_options->status	0
TOP.5c91141f.0001c5de	user_options->status_timer	10
TOP.5c91141f.0001c5de	user_options->stdout_flag	0
TOP.5c91141f.0001c5de	user_options->usage	0
TOP.5c91141f.0001c5de	user_options->username	0
TOP.5c91141f.0001c5de	user_options->veracrypt_pim	0
TOP.5c91141f.0001c5de	user_options->version	0
TOP.5c91141f.0001c5de	user_options->workload_profile	2
TOP.5c91141f.0001c5de	user_options->brain_client	0
TOP.5c91141f.0001c5de	user_options->brain_client_features	3
TOP.5c91141f.0001c5de	user_options->brain_server	0
TOP.5c91141f.0001c5de	user_options->brain_port	6863
TOP.5c91141f.0001c5de	user_options->brain_session	0
TOP.5c91141f.0001c5de	hashes->hashfile	hashes.txt
TOP.5c91141f.0001c5de	hashes->hashlist_mode	4
TOP.5c91141f.0001c5de	hashes->hashlist_format	0
TOP.5c91141f.0001c5de	hashes->hashes_cnt	0
TOP.5c91141f.0001c5de	hashes->digests_cnt	1
TOP.5c91141f.0001c5de	hashes->digests_done	0
TOP.5c91141f.0001c5de	hashes->salts_cnt	1
TOP.5c91141f.0001c5de	hashes->salts_done	0
TOP.5c91141f.0001c5de	SUB.5c911425.0002b888	START
TOP.5c91141f.0001c5de	SUB.5c911425.0002b888	mask_ctx->mask	?1
TOP.5c91141f.0001c5de	SUB.5c911425.0002b888	runtime_start	1553011749
TOP.5c91141f.0001c5de	SUB.5c911425.0002b888	runtime_stop	1553011749
TOP.5c91141f.0001c5de	SUB.5c911425.0002b888	status-after-work	5
TOP.5c91141f.0001c5de	SUB.5c911425.0002b888	STOP
TOP.5c91141f.0001c5de	SUB.5c911425.000d53e8	START
TOP.5c91141f.0001c5de	SUB.5c911425.000d53e8	mask_ctx->mask	?1?2
TOP.5c91141f.0001c5de	SUB.5c911425.000d53e8	runtime_start	1553011750
TOP.5c91141f.0001c5de	SUB.5c911425.000d53e8	runtime_stop	1553011750
TOP.5c91141f.0001c5de	SUB.5c911425.000d53e8	status-after-work	5
TOP.5c91141f.0001c5de	SUB.5c911425.000d53e8	STOP
TOP.5c91141f.0001c5de	SUB.5c911426.00023551	START
TOP.5c91141f.0001c5de	SUB.5c911426.00023551	mask_ctx->mask	?1?2?2
TOP.5c91141f.0001c5de	SUB.5c911426.00023551	runtime_start	1553011750
TOP.5c91141f.0001c5de	SUB.5c911426.00023551	runtime_stop	1553011750
TOP.5c91141f.0001c5de	SUB.5c911426.00023551	status-after-work	5
TOP.5c91141f.0001c5de	SUB.5c911426.00023551	STOP
TOP.5c91141f.0001c5de	SUB.5c911426.00067826	START
TOP.5c91141f.0001c5de	SUB.5c911426.00067826	mask_ctx->mask	?1?2?2?2
TOP.5c91141f.0001c5de	SUB.5c911426.00067826	runtime_start	1553011750
TOP.5c91141f.0001c5de	SUB.5c911426.00067826	runtime_stop	1553011750
TOP.5c91141f.0001c5de	SUB.5c911426.00067826	status-after-work	5
TOP.5c91141f.0001c5de	SUB.5c911426.00067826	STOP
TOP.5c91141f.0001c5de	SUB.5c911426.000abafd	START
TOP.5c91141f.0001c5de	SUB.5c911426.000abafd	mask_ctx->mask	?1?2?2?2?2
TOP.5c91141f.0001c5de	SUB.5c911426.000abafd	runtime_start	1553011750
TOP.5c91141f.0001c5de	SUB.5c911426.000abafd	runtime_stop	1553011751
TOP.5c91141f.0001c5de	SUB.5c911426.000abafd	status-after-work	5
TOP.5c91141f.0001c5de	SUB.5c911426.000abafd	STOP
TOP.5c91141f.0001c5de	SUB.5c911427.00005776	START
TOP.5c91141f.0001c5de	SUB.5c911427.00005776	mask_ctx->mask	?1?2?2?2?2?2
TOP.5c91141f.0001c5de	SUB.5c911427.00005776	runtime_start	1553011751
TOP.5c91141f.0001c5de	SUB.5c911427.00005776	runtime_stop	1553011751
TOP.5c91141f.0001c5de	SUB.5c911427.00005776	status-after-work	6
TOP.5c91141f.0001c5de	SUB.5c911427.00005776	STOP
TOP.5c91141f.0001c5de	proc_start	1553011743
TOP.5c91141f.0001c5de	proc_stop	1553011752
TOP.5c91141f.0001c5de	STOP
TOP.5c9114be.0008e12b	START
TOP.5c9114be.0008e12b	user_options->separator	:
TOP.5c9114be.0008e12b	user_options->encoding_from	utf-8
TOP.5c9114be.0008e12b	user_options->encoding_to	utf-8
TOP.5c9114be.0008e12b	user_options->outfile	cracked.txt
TOP.5c9114be.0008e12b	user_options->rule_buf_l	:
TOP.5c9114be.0008e12b	user_options->rule_buf_r	:
TOP.5c9114be.0008e12b	user_options->session	hashcat
TOP.5c9114be.0008e12b	user_options->limit	0
TOP.5c9114be.0008e12b	user_options->skip	0
TOP.5c9114be.0008e12b	user_options->attack_mode	0
TOP.5c9114be.0008e12b	user_options->benchmark	0
TOP.5c9114be.0008e12b	user_options->benchmark_all	0
TOP.5c9114be.0008e12b	user_options->bitmap_max	24
TOP.5c9114be.0008e12b	user_options->bitmap_min	16
TOP.5c9114be.0008e12b	user_options->debug_mode	0
TOP.5c9114be.0008e12b	user_options->example_hashes	0
TOP.5c9114be.0008e12b	user_options->force	0
TOP.5c9114be.0008e12b	user_options->gpu_temp_abort	90
TOP.5c9114be.0008e12b	user_options->gpu_temp_disable	0
TOP.5c9114be.0008e12b	user_options->hash_mode	0
TOP.5c9114be.0008e12b	user_options->hex_charset	0
TOP.5c9114be.0008e12b	user_options->hex_salt	0
TOP.5c9114be.0008e12b	user_options->hex_wordlist	0
TOP.5c9114be.0008e12b	user_options->increment	0
TOP.5c9114be.0008e12b	user_options->increment_max	256
TOP.5c9114be.0008e12b	user_options->increment_min	1
TOP.5c9114be.0008e12b	user_options->keep_guessing	0
TOP.5c9114be.0008e12b	user_options->kernel_accel	0
TOP.5c9114be.0008e12b	user_options->kernel_loops	0
TOP.5c9114be.0008e12b	user_options->keyspace	0
TOP.5c9114be.0008e12b	user_options->left	0
TOP.5c9114be.0008e12b	user_options->logfile_disable	0
TOP.5c9114be.0008e12b	user_options->loopback	0
TOP.5c9114be.0008e12b	user_options->machine_readable	0
TOP.5c9114be.0008e12b	user_options->markov_classic	0
TOP.5c9114be.0008e12b	user_options->markov_disable	0
TOP.5c9114be.0008e12b	user_options->markov_threshold	256
TOP.5c9114be.0008e12b	user_options->nvidia_spin_damp	100
TOP.5c9114be.0008e12b	user_options->opencl_info	0
TOP.5c9114be.0008e12b	user_options->opencl_vector_width	0
TOP.5c9114be.0008e12b	user_options->optimized_kernel_enable	0
TOP.5c9114be.0008e12b	user_options->outfile_autohex	1
TOP.5c9114be.0008e12b	user_options->outfile_check_timer	5
TOP.5c9114be.0008e12b	user_options->outfile_format	3
TOP.5c9114be.0008e12b	user_options->wordlist_autohex_disable	0
TOP.5c9114be.0008e12b	user_options->potfile_disable	0
TOP.5c9114be.0008e12b	user_options->progress_only	0
TOP.5c9114be.0008e12b	user_options->quiet	0
TOP.5c9114be.0008e12b	user_options->remove	0
TOP.5c9114be.0008e12b	user_options->remove_timer	60
TOP.5c9114be.0008e12b	user_options->restore	0
TOP.5c9114be.0008e12b	user_options->restore_disable	0
TOP.5c9114be.0008e12b	user_options->restore_timer	60
TOP.5c9114be.0008e12b	user_options->rp_files_cnt	0
TOP.5c9114be.0008e12b	user_options->rp_gen	0
TOP.5c9114be.0008e12b	user_options->rp_gen_func_max	4
TOP.5c9114be.0008e12b	user_options->rp_gen_func_min	1
TOP.5c9114be.0008e12b	user_options->rp_gen_seed	0
TOP.5c9114be.0008e12b	user_options->runtime	0
TOP.5c9114be.0008e12b	user_options->scrypt_tmto	0
TOP.5c9114be.0008e12b	user_options->segment_size	33554432
TOP.5c9114be.0008e12b	user_options->self_test_disable	0
TOP.5c9114be.0008e12b	user_options->slow_candidates	0
TOP.5c9114be.0008e12b	user_options->show	0
TOP.5c9114be.0008e12b	user_options->speed_only	0
TOP.5c9114be.0008e12b	user_options->status	0
TOP.5c9114be.0008e12b	user_options->status_timer	10
TOP.5c9114be.0008e12b	user_options->stdout_flag	0
TOP.5c9114be.0008e12b	user_options->usage	0
TOP.5c9114be.0008e12b	user_options->username	0
TOP.5c9114be.0008e12b	user_options->veracrypt_pim	0
TOP.5c9114be.0008e12b	user_options->version	0
TOP.5c9114be.0008e12b	user_options->workload_profile	2
TOP.5c9114be.0008e12b	user_options->brain_client	0
TOP.5c9114be.0008e12b	user_options->brain_client_features	3
TOP.5c9114be.0008e12b	user_options->brain_server	0
TOP.5c9114be.0008e12b	user_options->brain_port	6863
TOP.5c9114be.0008e12b	user_options->brain_session	0
TOP.5c9114be.0008e12b	hashes->hashfile	hashes.txt
TOP.5c9114be.0008e12b	hashes->hashlist_mode	4
TOP.5c9114be.0008e12b	hashes->hashlist_format	0
TOP.5c9114be.0008e12b	hashes->hashes_cnt	0
TOP.5c9114be.0008e12b	hashes->digests_cnt	1
TOP.5c9114be.0008e12b	hashes->digests_done	0
TOP.5c9114be.0008e12b	hashes->salts_cnt	1
TOP.5c9114be.0008e12b	hashes->salts_done	0
TOP.5c9114be.0008e12b	SUB.5c9114c0.000332a8	START
TOP.5c9114ca.0003b886	START
TOP.5c9114ca.0003b886	user_options->separator	:
TOP.5c9114ca.0003b886	user_options->encoding_from	utf-8
TOP.5c9114ca.0003b886	user_options->encoding_to	utf-8
TOP.5c9114ca.0003b886	user_options->outfile	cracked.txt
TOP.5c9114ca.0003b886	user_options->rule_buf_l	:
TOP.5c9114ca.0003b886	user_options->rule_buf_r	:
TOP.5c9114ca.0003b886	user_options->session	hashcat
TOP.5c9114ca.0003b886	user_options->limit	0
TOP.5c9114ca.0003b886	user_options->skip	0
TOP.5c9114ca.0003b886	user_options->attack_mode	0
TOP.5c9114ca.0003b886	user_options->benchmark	0
TOP.5c9114ca.0003b886	user_options->benchmark_all	0
TOP.5c9114ca.0003b886	user_options->bitmap_max	24
TOP.5c9114ca.0003b886	user_options->bitmap_min	16
TOP.5c9114ca.0003b886	user_options->debug_mode	0
TOP.5c9114ca.0003b886	user_options->example_hashes	0
TOP.5c9114ca.0003b886	user_options->force	0
TOP.5c9114ca.0003b886	user_options->gpu_temp_abort	90
TOP.5c9114ca.0003b886	user_options->gpu_temp_disable	0
TOP.5c9114ca.0003b886	user_options->hash_mode	0
TOP.5c9114ca.0003b886	user_options->hex_charset	0
TOP.5c9114ca.0003b886	user_options->hex_salt	0
TOP.5c9114ca.0003b886	user_options->hex_wordlist	0
TOP.5c9114ca.0003b886	user_options->increment	0
TOP.5c9114ca.0003b886	user_options->increment_max	256
TOP.5c9114ca.0003b886	user_options->increment_min	1
TOP.5c9114ca.0003b886	user_options->keep_guessing	0
TOP.5c9114ca.0003b886	user_options->kernel_accel	0
TOP.5c9114ca.0003b886	user_options->kernel_loops	0
TOP.5c9114ca.0003b886	user_options->keyspace	0
TOP.5c9114ca.0003b886	user_options->left	0
TOP.5c9114ca.0003b886	user_options->logfile_disable	0
TOP.5c9114ca.0003b886	user_options->loopback	0
TOP.5c9114ca.0003b886	user_options->machine_readable	0
TOP.5c9114ca.0003b886	user_options->markov_classic	0
TOP.5c9114ca.0003b886	user_options->markov_disable	0
TOP.5c9114ca.0003b886	user_options->markov_threshold	256
TOP.5c9114ca.0003b886	user_options->nvidia_spin_damp	100
TOP.5c9114ca.0003b886	user_options->opencl_info	0
TOP.5c9114ca.0003b886	user_options->opencl_vector_width	0
TOP.5c9114ca.0003b886	user_options->optimized_kernel_enable	0
TOP.5c9114ca.0003b886	user_options->outfile_autohex	1
TOP.5c9114ca.0003b886	user_options->outfile_check_timer	5
TOP.5c9114ca.0003b886	user_options->outfile_format	3
TOP.5c9114ca.0003b886	user_options->wordlist_autohex_disable	0
TOP.5c9114ca.0003b886	user_options->potfile_disable	0
TOP.5c9114ca.0003b886	user_options->progress_only	0
TOP.5c9114ca.0003b886	user_options->quiet	0
TOP.5c9114ca.0003b886	user_options->remove	0
TOP.5c9114ca.0003b886	user_options->remove_timer	60
TOP.5c9114ca.0003b886	user_options->restore	0
TOP.5c9114ca.0003b886	user_options->restore_disable	0
TOP.5c9114ca.0003b886	user_options->restore_timer	60
TOP.5c9114ca.0003b886	user_options->rp_files_cnt	0
TOP.5c9114ca.0003b886	user_options->rp_gen	0
TOP.5c9114ca.0003b886	user_options->rp_gen_func_max	4
TOP.5c9114ca.0003b886	user_options->rp_gen_func_min	1
TOP.5c9114ca.0003b886	user_options->rp_gen_seed	0
TOP.5c9114ca.0003b886	user_options->runtime	0
TOP.5c9114ca.0003b886	user_options->scrypt_tmto	0
TOP.5c9114ca.0003b886	user_options->segment_size	33554432
TOP.5c9114ca.0003b886	user_options->self_test_disable	0
TOP.5c9114ca.0003b886	user_options->slow_candidates	0
TOP.5c9114ca.0003b886	user_options->show	0
TOP.5c9114ca.0003b886	user_options->speed_only	0
TOP.5c9114ca.0003b886	user_options->status	0
TOP.5c9114ca.0003b886	user_options->status_timer	10
TOP.5c9114ca.0003b886	user_options->stdout_flag	0
TOP.5c9114ca.0003b886	user_options->usage	0
TOP.5c9114ca.0003b886	user_options->username	0
TOP.5c9114ca.0003b886	user_options->veracrypt_pim	0
TOP.5c9114ca.0003b886	user_options->version	0
TOP.5c9114ca.0003b886	user_options->workload_profile	2
TOP.5c9114ca.0003b886	user_options->brain_client	0
TOP.5c9114ca.0003b886	user_options->brain_client_features	3
TOP.5c9114ca.0003b886	user_options->brain_server	0
TOP.5c9114ca.0003b886	user_options->brain_port	6863
TOP.5c9114ca.0003b886	user_options->brain_session	0
TOP.5c9114ca.0003b886	hashes->hashfile	hashes.txt
TOP.5c9114ca.0003b886	hashes->hashlist_mode	4
TOP.5c9114ca.0003b886	hashes->hashlist_format	0
TOP.5c9114ca.0003b886	hashes->hashes_cnt	0
TOP.5c9114ca.0003b886	hashes->digests_cnt	1
TOP.5c9114ca.0003b886	hashes->digests_done	0
TOP.5c9114ca.0003b886	hashes->salts_cnt	1
TOP.5c9114ca.0003b886	hashes->salts_done	0
TOP.5c9114ca.0003b886	SUB.5c9114ce.0001e24f	START
TOP.5c9114ca.0003b886	SUB.5c9114ce.0001e24f	straight_ctx->dict	dictionaries\rockyou.txt
TOP.5c9114ca.0003b886	SUB.5c9114ce.0001e24f	runtime_start	1553011918
TOP.5c9114ca.0003b886	SUB.5c9114ce.0001e24f	runtime_stop	1553011918
TOP.5c9114ca.0003b886	SUB.5c9114ce.0001e24f	status-after-work	6
TOP.5c9114ca.0003b886	SUB.5c9114ce.0001e24f	STOP
TOP.5c9114ca.0003b886	proc_start	1553011914
TOP.5c9114ca.0003b886	proc_stop	1553011919
TOP.5c9114ca.0003b886	STOP
TOP.5c91190c.00088b6c	START
TOP.5c91190c.00088b6c	user_options->separator	:
TOP.5c91190c.00088b6c	user_options->encoding_from	utf-8
TOP.5c91190c.00088b6c	user_options->encoding_to	utf-8
TOP.5c91190c.00088b6c	user_options->outfile	cracked.txt
TOP.5c91190c.00088b6c	user_options->rule_buf_l	:
TOP.5c91190c.00088b6c	user_options->rule_buf_r	:
TOP.5c91190c.00088b6c	user_options->session	hashcat
TOP.5c91190c.00088b6c	user_options->limit	0
TOP.5c91190c.00088b6c	user_options->skip	0
TOP.5c91190c.00088b6c	user_options->attack_mode	0
TOP.5c91190c.00088b6c	user_options->benchmark	0
TOP.5c91190c.00088b6c	user_options->benchmark_all	0
TOP.5c91190c.00088b6c	user_options->bitmap_max	24
TOP.5c91190c.00088b6c	user_options->bitmap_min	16
TOP.5c91190c.00088b6c	user_options->debug_mode	0
TOP.5c91190c.00088b6c	user_options->example_hashes	0
TOP.5c91190c.00088b6c	user_options->force	0
TOP.5c91190c.00088b6c	user_options->gpu_temp_abort	90
TOP.5c91190c.00088b6c	user_options->gpu_temp_disable	0
TOP.5c91190c.00088b6c	user_options->hash_mode	0
TOP.5c91190c.00088b6c	user_options->hex_charset	0
TOP.5c91190c.00088b6c	user_options->hex_salt	0
TOP.5c91190c.00088b6c	user_options->hex_wordlist	0
TOP.5c91190c.00088b6c	user_options->increment	0
TOP.5c91190c.00088b6c	user_options->increment_max	256
TOP.5c91190c.00088b6c	user_options->increment_min	1
TOP.5c91190c.00088b6c	user_options->keep_guessing	0
TOP.5c91190c.00088b6c	user_options->kernel_accel	0
TOP.5c91190c.00088b6c	user_options->kernel_loops	0
TOP.5c91190c.00088b6c	user_options->keyspace	0
TOP.5c91190c.00088b6c	user_options->left	0
TOP.5c91190c.00088b6c	user_options->logfile_disable	0
